[2016/07/27 20:38:15] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
[2016/07/27 20:38:16] MySqlConnection.go:896 [Fatal] not found [purchases.xsq_region] in db , pls check!
